SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),Year,Month,Day,Hour,풍향(16방위)_20.0,풍향(16방위)_50.0,풍향(16방위)_70.0,풍향(16방위)_90.0,풍향(16방위)_110.0,풍향(16방위)_140.0,풍향(16방위)_160.0,풍향(16방위)_180.0,풍향(16방위)_200.0,풍향(16방위)_230.0,풍향(16방위)_250.0,풍향(16방위)_270.0,풍향(16방위)_280.86302185283785,풍향(16방위)_280.9498875129443,풍향(16방위)_290.0,풍향(16방위)_320.0,풍향(16방위)_340.0,풍향(16방위)_360.0,중하층운량(10분위)_1.0,중하층운량(10분위)_2.0,중하층운량(10분위)_3.0,중하층운량(10분위)_4.0,중하층운량(10분위)_5.0,중하층운량(10분위)_6.0,중하층운량(10분위)_7.0,중하층운량(10분위)_8.0,중하층운량(10분위)_9.0,중하층운량(10분위)_10.0,전운량(10분위)_1.0,전운량(10분위)_2.0,전운량(10분위)_2.753080801596446,전운량(10분위)_3.0,전운량(10분위)_4.0,전운량(10분위)_5.0,전운량(10분위)_6.0,전운량(10분위)_6.024005423589677,전운량(10분위)_7.0,전운량(10분위)_8.0,전운량(10분위)_9.0,전운량(10분위)_10.0
0.004,0.6,0.027,0.033,45.0,34.0,5.1,0.0,0.4,76.0,6.7,1.2,1003.7,1014.3,0.5677233614934734,0.15149372484996348,0.0,0.0,18.06557262065381,1114.0,4.0,8.4,8.3,8.5,8.5,2022.0,3.0,16.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.6,0.023,0.034,43.0,34.0,4.8,0.0,0.1,76.0,6.5,0.9,1003.9,1014.5,0.55360752886586,0.01452903198288169,0.0,0.0,19.92863117107082,1431.0,3.5,8.0,8.0,8.4,8.4,2022.0,3.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.7,0.012,0.042,47.0,36.0,4.7,0.0,1.6,79.0,6.7,1.3,1003.7,1014.3,0.5787507699084324,0.09452394621934701,0.0,0.0,15.871263767189802,780.0,3.3,7.8,7.7,8.2,8.3,2022.0,3.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.8,0.005,0.047,60.0,48.0,4.4,0.0,1.3,82.0,6.8,1.5,1003.7,1014.3,0.5568145152478907,0.030799720919510776,0.0,0.0,14.686387722388972,688.0,3.0,7.5,7.5,8.0,8.3,2022.0,3.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.8,0.005,0.045,67.0,56.0,4.2,0.0,1.9,81.0,6.7,1.2,1004.4,1015.0,0.5738250107620848,0.1280536964530441,0.0,0.0,13.705553269419042,947.0,2.9,7.3,7.2,7.8,8.2,2022.0,3.0,16.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.8,0.008,0.041,63.0,52.0,4.0,0.0,1.4,75.0,6.1,0.0,1004.7,1015.3,0.5737594356355933,0.08445713004486066,0.0,0.0,17.25587862638905,1291.0,2.7,7.0,7.0,7.6,8.0,2022.0,3.0,16.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.7,0.007,0.043,46.0,38.0,3.7,0.0,0.8,79.0,6.2,0.3,1005.1,1015.7,0.0,0.0,0.0,0.0,12.35991197077702,1079.0,2.6,6.8,6.8,7.4,7.9,2022.0,3.0,16.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.003,0.9,0.004,0.047,50.0,41.0,4.3,0.0,1.2,81.0,6.7,1.3,1006.1,1016.7,0.1,0.28,0.0,0.0,10.848330182863819,863.0,4.5,6.7,6.6,7.2,7.8,2022.0,3.0,16.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.004,1.0,0.007,0.046,71.0,56.0,6.2,0.0,1.4,77.0,7.3,2.4,1006.6,1017.1,0.7,0.75,0.0,0.0,15.170310490851406,740.0,8.6,6.8,6.5,7.1,7.7,2022.0,3.0,16.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004,0.9,0.012,0.047,76.0,61.0,8.2,0.0,1.4,65.0,7.1,2.0,1007.1,1017.6,0.9,1.25,0.0,0.0,17.629980779358092,1031.0,12.8,7.2,6.7,7.0,7.6,2022.0,3.0,16.0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.005,0.9,0.014,0.051,76.0,59.0,11.1,0.0,1.2,62.0,8.1,4.0,1006.2,1016.5,1.0,1.94,0.0,0.0,12.739078143888136,871.0,18.5,7.9,7.0,6.9,7.5,2022.0,3.0,16.0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.005,0.8,0.019,0.049,76.0,52.0,13.5,0.0,2.0,51.0,7.8,3.5,1006.2,1016.4,1.0,2.55,0.0,0.0,10.929040738261492,1194.0,22.2,8.9,7.6,7.0,7.4,2022.0,3.0,16.0,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.8,0.023,0.051,68.0,40.0,14.1,0.0,3.2,43.0,6.9,1.6,1006.0,1016.2,1.0,2.76,0.0,0.0,9.275748690554437,1438.0,23.4,10.0,8.3,7.2,7.4,2022.0,3.0,16.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.6,0.04,0.033,90.0,42.0,15.5,0.0,3.0,45.0,7.9,3.6,1005.2,1015.4,1.0,2.68,0.0,0.0,9.873088858807805,1391.0,23.3,10.7,9.0,7.6,7.4,2022.0,3.0,16.0,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.5,0.05,0.025,129.0,40.0,16.5,0.0,3.3,40.0,7.5,2.8,1005.0,1015.1,1.0,2.41,0.0,0.0,12.79248145494067,1853.0,22.1,11.4,9.5,7.9,7.5,2022.0,3.0,16.0,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.5,0.055,0.021,105.0,32.0,16.3,0.0,3.2,39.0,7.2,2.3,1005.5,1015.6,1.0,1.83,0.0,0.0,17.98268456543893,2000.0,18.6,11.9,10.1,8.3,7.7,2022.0,3.0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.003,0.4,0.054,0.016,86.0,30.0,15.6,0.0,3.1,44.0,7.7,3.3,1006.0,1016.2,0.4,0.83,0.0,0.0,19.80186276269056,2000.0,14.6,12.0,10.4,8.7,7.9,2022.0,3.0,16.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.003,0.5,0.047,0.018,66.0,25.0,14.6,0.0,2.2,49.0,8.1,3.9,1006.5,1016.7,0.0,0.36,0.0,0.0,19.578208589124287,2000.0,12.0,11.8,10.6,9.1,8.1,2022.0,3.0,16.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.002,0.6,0.042,0.021,65.0,27.0,13.7,0.0,3.5,54.0,8.4,4.5,1006.8,1017.0,0.0,0.03,0.0,0.0,21.015121499105916,2000.0,10.1,11.5,10.5,9.3,8.3,2022.0,3.0,16.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.6,0.038,0.022,64.0,31.0,13.0,0.0,3.3,59.0,8.8,5.1,1007.5,1017.8,0.2034466100632466,-0.047852521780832546,0.0,0.0,22.33405066830356,2000.0,9.5,11.2,10.4,9.4,8.5,2022.0,3.0,16.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.6,0.036,0.021,64.0,30.0,12.4,0.0,3.3,64.0,9.2,5.7,1008.1,1018.4,0.18105839580147798,-0.13511911486386197,0.0,0.0,21.148064836188368,1996.0,9.1,10.9,10.2,9.4,8.7,2022.0,3.0,16.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.6,0.031,0.025,58.0,29.0,12.0,0.0,3.1,67.0,9.3,6.0,1009.1,1019.4,0.1205509550608026,-0.2657422692789382,0.0,0.0,21.30058528885239,1818.0,8.9,10.6,10.0,9.4,8.8,2022.0,3.0,16.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.6,0.026,0.027,63.0,35.0,11.4,0.0,3.6,67.0,9.0,5.4,1009.1,1019.5,0.12279832071610297,-0.2709581285725662,0.0,0.0,20.68822340177995,1834.0,8.6,10.5,9.9,9.4,8.8,2022.0,3.0,16.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.6,0.033,0.018,62.0,32.0,10.7,0.0,2.7,66.0,8.4,4.5,1009.1,1019.5,0.2906907100071612,0.41070575520132735,0.0,0.0,20.45939290878924,1721.0,8.2,10.3,9.7,9.3,8.9,2022.0,3.0,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.6,0.029,0.019,66.0,37.0,10.0,0.0,2.5,70.0,8.5,4.7,1009.1,1019.5,0.2157560224602042,0.20976970406164952,0.0,0.0,20.24472782473991,1522.0,7.8,10.0,9.6,9.3,8.9,2022.0,3.0,17.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.7,0.028,0.018,64.0,38.0,9.4,0.0,2.7,71.0,8.3,4.3,1009.8,1020.2,0.25353724907011266,0.2161314627321147,0.0,0.0,19.669741554050788,1521.0,7.4,9.8,9.4,9.2,8.9,2022.0,3.0,17.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.6,0.026,0.017,64.0,39.0,8.9,0.0,1.2,71.0,8.1,3.9,1009.7,1020.1,0.0075804358513300585,-0.03416234500846116,0.0,0.0,40.0,1587.0,7.1,9.6,9.2,9.1,8.9,2022.0,3.0,17.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.6,0.025,0.017,57.0,34.0,8.6,0.0,2.5,68.0,7.6,3.0,1009.8,1020.3,0.026326724666058787,0.04303756243542267,0.0,0.0,35.0,1918.0,7.1,9.4,9.1,9.0,8.8,2022.0,3.0,17.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.004,0.5,0.026,0.017,51.0,33.0,8.4,0.0,0.2,67.0,7.4,2.6,1009.6,1020.1,-0.026443563357754662,-0.054258727565375864,0.0,0.0,32.0,1967.0,7.0,9.3,8.9,8.9,8.8,2022.0,3.0,17.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.004,0.5,0.027,0.022,48.0,31.0,8.2,0.0,2.0,68.0,7.4,2.6,1009.9,1020.4,0.00076386150719987,0.019053452033126916,0.0,0.0,30.0,1963.0,7.0,9.1,8.8,8.8,8.8,2022.0,3.0,17.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.004,0.5,0.024,0.022,51.0,33.0,7.9,0.0,1.8,69.0,7.3,2.5,1009.7,1020.2,0.0,0.0,0.0,0.0,30.0,1765.0,6.9,9.0,8.7,8.7,8.7,2022.0,3.0,17.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.6,0.021,0.024,52.0,32.0,8.1,0.0,1.2,69.0,7.4,2.7,1010.0,1020.5,0.0,0.12,0.0,0.0,30.0,2000.0,7.7,8.9,8.5,8.6,8.7,2022.0,3.0,17.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.6,0.018,0.027,51.0,30.0,8.8,0.0,2.2,67.0,7.5,2.9,1010.4,1020.9,0.0,0.28,0.0,0.0,30.0,2000.0,8.9,8.9,8.5,8.5,8.6,2022.0,3.0,17.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.6,0.019,0.027,48.0,28.0,9.9,0.0,2.9,64.0,7.7,3.3,1010.4,1020.8,0.0,0.63,0.0,0.0,36.0,2000.0,11.0,9.1,8.5,8.4,8.5,2022.0,3.0,17.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.6,0.022,0.026,51.0,27.0,11.5,0.0,3.8,59.0,8.0,3.7,1010.3,1020.7,0.2,1.26,0.0,0.0,36.0,2000.0,15.4,9.5,8.7,8.4,8.5,2022.0,3.0,17.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.5,0.028,0.022,46.0,22.0,13.7,0.0,3.0,53.0,8.2,4.2,1009.7,1019.9,1.0,2.17,0.0,0.0,36.0,2000.0,20.2,10.1,9.0,8.4,8.5,2022.0,3.0,17.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.5,0.039,0.015,39.0,18.0,14.7,0.0,2.0,48.0,8.0,3.7,1008.9,1019.1,0.7,2.01,0.0,0.0,33.0,2000.0,17.3,10.9,9.5,8.6,8.5,2022.0,3.0,17.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.5,0.042,0.014,38.0,16.0,14.8,0.0,2.9,47.0,7.8,3.5,1007.9,1018.1,0.0,1.13,0.0,0.0,30.0,2000.0,16.7,11.4,10.0,8.8,8.5,2022.0,3.0,17.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.5,0.041,0.015,43.0,18.0,14.7,0.0,1.2,47.0,7.8,3.4,1007.1,1017.3,0.0,0.75,0.0,0.0,28.0,2000.0,14.1,11.7,10.3,9.1,8.6,2022.0,3.0,17.0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.5,0.041,0.016,46.0,20.0,14.7,0.0,1.9,47.0,7.8,3.4,1007.0,1017.2,0.0,0.54,0.0,0.0,30.0,2000.0,14.1,11.8,10.6,9.3,8.7,2022.0,3.0,17.0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.004,0.6,0.039,0.021,55.0,22.0,14.4,0.0,2.9,49.0,8.0,3.8,1006.6,1016.8,0.0,0.45,0.0,0.0,15.0,2000.0,12.8,11.8,10.7,9.5,8.8,2022.0,3.0,17.0,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.6,0.032,0.027,62.0,26.0,14.0,0.0,2.0,53.0,8.4,4.5,1006.5,1016.7,0.0,0.14,0.0,0.0,15.0,2000.0,11.3,11.7,10.7,9.7,8.9,2022.0,3.0,17.0,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.004,0.5,0.033,0.019,47.0,22.0,13.1,0.706370050962505,2.7,67.0,10.1,7.1,1007.0,1017.2,0.0,0.01,0.0,0.0,7.0,1453.0,10.4,11.5,10.7,9.7,9.0,2022.0,3.0,17.0,19.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.5,0.03,0.019,26.0,14.0,10.5,0.3210284212791521,4.1,70.0,8.8,5.2,1007.3,1017.7,-0.04171190163526628,-0.07943953249968416,0.0,0.0,7.0,2000.0,9.5,11.2,10.5,9.8,9.1,2022.0,3.0,17.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.4,0.033,0.016,12.0,6.0,9.5,1.2,4.3,68.0,8.1,3.9,1007.1,1017.5,-0.024394755487654685,-0.1415088952348853,0.0,0.0,7.0,2000.0,8.5,10.9,10.3,9.8,9.2,2022.0,3.0,17.0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.4,0.035,0.012,7.0,3.0,8.8,0.7426554421426772,4.8,68.0,7.7,3.2,1007.4,1017.8,-0.03458774481696114,-0.2399993329257697,0.0,0.0,7.0,2000.0,7.9,10.5,10.1,9.7,9.2,2022.0,3.0,17.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.037,0.011,8.0,6.0,7.9,1.021065702438591,4.8,69.0,7.3,2.5,1007.5,1018.0,-0.062151531843231744,-0.2692044647132761,0.0,0.0,7.0,2000.0,7.4,10.2,9.9,9.6,9.3,2022.0,3.0,17.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.3,0.038,0.009,6.0,2.0,7.8,0.0,4.9,69.0,7.3,2.4,1007.2,1017.7,0.10333503836854785,0.4025669309318758,0.0,0.0,10.0,2000.0,7.2,10.0,9.6,9.5,9.3,2022.0,3.0,18.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.3,0.04,0.008,7.0,3.0,7.2,0.4327858934557298,5.9,72.0,7.3,2.4,1006.3,1016.8,0.10477461400201538,0.35926546361350375,0.0,0.0,7.0,2000.0,6.8,9.7,9.4,9.4,9.2,2022.0,3.0,18.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.3,0.04,0.008,3.0,1.0,7.1,0.2685554600093383,5.4,72.0,7.2,2.3,1005.6,1016.1,0.09516385543699801,0.3005914677365311,0.0,0.0,10.0,2000.0,6.6,9.5,9.2,9.3,9.2,2022.0,3.0,18.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.039,0.009,3.0,1.0,7.1,0.0,4.6,70.0,7.0,1.9,1004.8,1015.3,0.09420337445811544,0.27355434685862434,0.0,0.0,15.0,2000.0,6.5,9.3,9.0,9.1,9.1,2022.0,3.0,18.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.002,0.3,0.039,0.008,3.0,1.0,7.1,0.3344937449878671,4.5,68.0,6.8,1.5,1004.0,1014.5,0.08815104832124643,0.26010246486564625,0.0,0.0,15.0,2000.0,6.3,9.2,8.9,9.0,9.1,2022.0,3.0,18.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.04,0.009,3.0,2.0,7.2,0.17763709088103496,5.0,65.0,6.6,1.0,1003.3,1013.8,0.10309472579401824,0.27141026824777015,0.0,0.0,14.0,2000.0,6.2,9.0,8.7,8.9,9.0,2022.0,3.0,18.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.3,0.04,0.009,3.0,1.0,7.2,0.0,5.0,66.0,6.7,1.2,1002.6,1013.1,0.10389818845984156,0.2685991023175305,0.0,0.0,15.0,2000.0,6.1,8.9,8.6,8.8,9.0,2022.0,3.0,18.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.002,0.3,0.038,0.011,3.0,1.0,6.8,0.2650008187047206,6.5,69.0,6.8,1.4,1002.4,1012.9,0.0,0.0,0.0,0.0,15.0,2000.0,5.9,8.8,8.5,8.7,8.9,2022.0,3.0,18.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.3,0.037,0.012,3.0,1.0,6.8,0.3690480654690873,4.3,68.0,6.7,1.2,1003.1,1013.6,0.0,0.07,0.0,0.0,14.0,2000.0,6.3,8.6,8.4,8.6,8.8,2022.0,3.0,18.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.3,0.036,0.015,3.0,1.0,7.3,0.24784984106918273,4.4,65.0,6.6,1.1,1002.9,1013.4,0.0,0.24,0.0,0.0,14.0,2000.0,7.4,8.6,8.3,8.5,8.7,2022.0,3.0,18.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.4,0.036,0.015,3.0,1.0,8.4,-0.0814463866299775,4.7,59.0,6.5,0.8,1002.5,1012.9,0.0,0.54,0.0,0.0,15.0,2000.0,9.9,8.7,8.2,8.4,8.7,2022.0,3.0,18.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.039,0.012,5.0,2.0,8.8,-0.023495853603890282,3.8,57.0,6.4,0.7,1002.0,1012.4,0.0,0.63,0.0,0.0,13.0,2000.0,10.1,8.9,8.3,8.3,8.6,2022.0,3.0,18.0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.4,0.038,0.013,6.0,1.0,9.3,0.49248751564255144,4.3,55.0,6.4,0.7,1001.1,1011.4,0.0,0.8,0.0,0.0,12.0,2000.0,11.5,9.1,8.5,8.3,8.5,2022.0,3.0,18.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.041,0.011,6.0,2.0,9.4,0.014926485804608092,4.5,56.0,6.6,1.0,1001.1,1011.4,0.0,0.75,0.0,0.0,13.0,2000.0,10.7,9.4,8.6,8.3,8.5,2022.0,3.0,18.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0026000000000000003,0.36,0.036000000000000004,0.0128,9.2,2.8,9.3,0.2560154918014632,2.7,56.0,6.5,0.9,1000.2,1010.5,0.0,0.39,0.0,0.0,15.0,2000.0,10.2,9.5,8.8,8.4,8.5,2022.0,3.0,18.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0026000000000000003,0.36,0.035,0.013000000000000001,9.8,3.0,9.3,0.0,5.3,54.0,6.3,0.4,998.9,1009.2,0.0,0.57,0.0,0.0,15.0,2000.0,10.0,9.6,8.9,8.5,8.5,2022.0,3.0,18.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
